,Author_name,Article_title,Publish_date,description,Article_links
76,"<div id=""gsc_prf_in"">Pamela Marinda</div>","Aquaculture in Zambia is growing and likely to play an important role for food and nutrition security in the country. While outputs in capture fisheries and small-scale aquaculture are stagnating, commercial aquaculture holds promising potential to help increase the availability and accessibility of fish in the country, especially for the poor. While fish supply per capita has increased over the last decade, little is known on the food consumption patterns and the role of farmed fish in the diets of resource-poor households. The aim of this paper is to (1) generate information on the fish consumption patterns of poor households in urban Zambia and (2) explore the role of Zambian aquaculture as a source of fish among poor urban households. Multi-stage stratified cluster sampling was used to sample poor households in Lusaka. Data on fish consumption were collected through a cross-sectional study that analyzed a …",2018,"Aquaculture in Zambia is growing and likely to play an important role for food and nutrition security in the country. While outputs in capture fisheries and small-scale aquaculture are stagnating, commercial aquaculture holds promising potential to help increase the availability and accessibility of fish in the country, especially for the poor. While fish supply per capita has increased over the last decade, little is known on the food consumption patterns and the role of farmed fish in the diets of resource-poor households. The aim of this paper is to (1) generate information on the fish consumption patterns of poor households in urban Zambia and (2) explore the role of Zambian aquaculture as a source of fish among poor urban households. Multi-stage stratified cluster sampling was used to sample poor households in Lusaka. Data on fish consumption were collected through a cross-sectional study that analyzed a … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KkuAHocAAAAJ&citation_for_view=KkuAHocAAAAJ:Y0pCki6q_DkC
77,"<div id=""gsc_prf_in"">Pamela Marinda</div>",Determinants of breast cancer early detection for cues to expanded control and care: the lived experiences among women from Western Kenya,2018,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KkuAHocAAAAJ&citation_for_view=KkuAHocAAAAJ:u-x6o8ySG0sC
78,"<div id=""gsc_prf_in"">Pamela Marinda</div>","Socio-economic and Psychological factors influencing clothing preferences of the physically handicapped in Nairobi province, Kenya",2012,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KkuAHocAAAAJ&citation_for_view=KkuAHocAAAAJ:d1gkVwhDpl0C
79,"<div id=""gsc_prf_in"">Pamela Marinda</div>","A case study examines clinical presentation and possible causes of pellagra, in HIV + patient on isoniazid prophylaxis. The 30 year old female on routine antiretroviral therapy presented with diarrhea, abdominal discomfort, painful swallowing, and epigastric pain, facial rash spread on the forehead, nose, cheeks and the chin, upper and lower limbs. Withdrawal of …",2019,"Pellagra is caused by cellular deficiency of niacin or its precursor amino acid, tryptophan. Isoniazid preventive therapy (IPT) is the administration of isoniazid (INH) to latent tuberculosis (TB) infection affected people preventing advancement to active TB disease. Although potentially life-saving for human immunodeficiency virus (HIV)-infected people with no active TB, IPT is arguably a possible player in pellagra in addition to well-known malnourishment determinants particularly in developing nations where diagnosis is often overlooked or delayed. A case study examines clinical presentation and possible causes of pellagra, in HIV + patient on isoniazid prophylaxis. The 30 year old female on routine antiretroviral therapy presented with diarrhea, abdominal discomfort, painful swallowing, and epigastric pain, facial rash spread on the forehead, nose, cheeks and the chin, upper and lower limbs. Withdrawal of … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KkuAHocAAAAJ&citation_for_view=KkuAHocAAAAJ:ufrVoPGSRksC
80,"<div id=""gsc_prf_in"">Pamela Marinda</div>",Buchbesprechungen-Land and Schooling: Transferring Wealth across Generations.,2005,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KkuAHocAAAAJ&citation_for_view=KkuAHocAAAAJ:W7OEmFMy1HYC
81,"<div id=""gsc_prf_in"">Pamela Marinda</div>","The relationship, role and prospects of the China-Africa partnership in the context of Forum on China–Africa Cooperation (FOCAC) in relation to 1) Social Development Cooperation and 2) Cultural and People-to-People Exchanges, pillars of the 2019-2021 FOCAC action plan, are contextualized. The bi-directional prospects vis-à-vis the need to synergize enabled channels of communication through Chinese and English languages development and exchange programs as a stepping stone towards the shared aspirations of a distinctive path towards win-win cooperation between China and Africa is assessed. It is clear both entities (Africa and China) desire, aspire and aim to work towards solidarity and cooperation under the principle of consultation, cooperation and benefit for all. The paper opens up the view of delimiting unidirectional language exchange programme to a bi-directional approach. We observe that such efforts would enable China to drive forward the bridging of teacher education gaps in advancing English language learning as a second language and provide learning platform for its people. This in our view would be part of the much desired measures in smoothening any pre-existing and/or arising cross cultural and people-to-people exchange barriers due to cultural variance and/or generational views hence further growth of trade between Africa and China.",,"The relationship, role and prospects of the China-Africa partnership in the context of Forum on China–Africa Cooperation (FOCAC) in relation to 1) Social Development Cooperation and 2) Cultural and People-to-People Exchanges, pillars of the 2019-2021 FOCAC action plan, are contextualized. The bi-directional prospects vis-à-vis the need to synergize enabled channels of communication through Chinese and English languages development and exchange programs as a stepping stone towards the shared aspirations of a distinctive path towards win-win cooperation between China and Africa is assessed. It is clear both entities (Africa and China) desire, aspire and aim to work towards solidarity and cooperation under the principle of consultation, cooperation and benefit for all. The paper opens up the view of delimiting unidirectional language exchange programme to a bi-directional approach. We observe that such efforts would enable China to drive forward the bridging of teacher education gaps in advancing English language learning as a second language and provide learning platform for its people. This in our view would be part of the much desired measures in smoothening any pre-existing and/or arising cross cultural and people-to-people exchange barriers due to cultural variance and/or generational views hence further growth of trade between Africa and China. ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KkuAHocAAAAJ&citation_for_view=KkuAHocAAAAJ:WF5omc3nYNoC
82,"<div id=""gsc_prf_in"">Pamela Marinda</div>","The relationship, role and prospects of the China-Africa partnership in the context of Forum on China–Africa Cooperation (FOCAC) in relation to 1) Social Development Cooperation and 2) Cultural and People-to-People Exchanges, pillars of the 2019-2021 FOCAC action plan, are contextualized. The bi-directional prospects vis-à-vis the need to synergize enabled channels of communication through Chinese and English languages development and exchange programs as a stepping stone towards the shared aspirations of a distinctive path towards win-win cooperation between China and Africa is assessed. It is clear both entities (Africa and China) desire, aspire and aim to work towards solidarity and cooperation under the principle of consultation, cooperation and benefit for all. The paper opens up the view of delimiting unidirectional language exchange programme to a bi-directional approach. We observe that such efforts would enable China to drive forward the bridging of teacher education gaps in advancing English language learning as a second language and provide learning platform for its people. This in our view would be part of the much desired measures in smoothening any pre-existing and/or arising cross cultural and people-topeople exchange barriers due to cultural variance and/or generational views hence further growth of trade between Africa and China.",,"The relationship, role and prospects of the China-Africa partnership in the context of Forum on China–Africa Cooperation (FOCAC) in relation to 1) Social Development Cooperation and 2) Cultural and People-to-People Exchanges, pillars of the 2019-2021 FOCAC action plan, are contextualized. The bi-directional prospects vis-à-vis the need to synergize enabled channels of communication through Chinese and English languages development and exchange programs as a stepping stone towards the shared aspirations of a distinctive path towards win-win cooperation between China and Africa is assessed. It is clear both entities (Africa and China) desire, aspire and aim to work towards solidarity and cooperation under the principle of consultation, cooperation and benefit for all. The paper opens up the view of delimiting unidirectional language exchange programme to a bi-directional approach. We observe that such efforts would enable China to drive forward the bridging of teacher education gaps in advancing English language learning as a second language and provide learning platform for its people. This in our view would be part of the much desired measures in smoothening any pre-existing and/or arising cross cultural and people-topeople exchange barriers due to cultural variance and/or generational views hence further growth of trade between Africa and China. ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KkuAHocAAAAJ&citation_for_view=KkuAHocAAAAJ:eQOLeE2rZwMC
83,"<div id=""gsc_prf_in"">Pamela Marinda</div>","Incomes, Expenditures and Nutrition Outcomes in Rural Kenya: Evidence on Intra-Household Resource Allocation",,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KkuAHocAAAAJ&citation_for_view=KkuAHocAAAAJ:zYLM7Y9cAGgC
84,"<div id=""gsc_prf_in"">Pamela Marinda</div>",Gender Discrimination and Its Impact on Food and Nutrition Security in Kenya—A Case of West Pokot District,,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KkuAHocAAAAJ&citation_for_view=KkuAHocAAAAJ:UeHWp8X0CEIC
85,"<div id=""gsc_prf_in"">Pamela Marinda</div>",The realization of development and smallholders’ livelihood goals requires strategies to improve agricultural production through improved technologies. Through the Kenya Agricultural Productivity Project (KAPP) these technologies have been disseminated to farmers through enterprise based common interest groups (CIGs).,,The realization of development and smallholders’ livelihood goals requires strategies to improve agricultural production through improved technologies. Through the Kenya Agricultural Productivity Project (KAPP) these technologies have been disseminated to farmers through enterprise based common interest groups (CIGs). ,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=KkuAHocAAAAJ&citation_for_view=KkuAHocAAAAJ:u5HHmVD_uO8C
86,"<div id=""gsc_prf_in"">Francis Sichimba</div>","In this article, we test the hypothesis that beliefs about the ideal mother are convergent across cultures and that these beliefs overlap considerably with attachment theory’s notion of the sensitive mother. In a sample including 26 cultural groups from 15 countries around the globe, 751 mothers sorted the Maternal Behavior Q-Set to reflect their ideas about the ideal mother. The results show strong convergence between maternal beliefs about the ideal mother and attachment theory’s description of the sensitive mother across groups. Cultural group membership significantly predicted variations in maternal sensitivity belief scores, but this effect was substantially accounted for by group variations in socio-demographic factors. Mothers living in rural versus urban areas, with a low family income, and with more children, were less likely to describe the ideal mother as highly sensitive. Cultural group membership did remain …",2016,"In this article, we test the hypothesis that beliefs about the ideal mother are convergent across cultures and that these beliefs overlap considerably with attachment theory’s notion of the sensitive mother. In a sample including 26 cultural groups from 15 countries around the globe, 751 mothers sorted the Maternal Behavior Q-Set to reflect their ideas about the ideal mother. The results show strong convergence between maternal beliefs about the ideal mother and attachment theory’s description of the sensitive mother across groups. Cultural group membership significantly predicted variations in maternal sensitivity belief scores, but this effect was substantially accounted for by group variations in socio-demographic factors. Mothers living in rural versus urban areas, with a low family income, and with more children, were less likely to describe the ideal mother as highly sensitive. Cultural group membership did remain … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=strWTqIAAAAJ&citation_for_view=strWTqIAAAAJ:d1gkVwhDpl0C
87,"<div id=""gsc_prf_in"">Francis Sichimba</div>","This study, the first in Zambia using the Strange Situation Procedure (SSP) to observe attachment relationships and the “very first” observational study of infant–sibling attachment, examined patterns of infant–mother and infant–sibling attachment, and tested their association. We included siblings who were substantially involved in caregiving activities with their younger siblings. We hypothesized that infants would develop attachment relationships to both mothers and siblings; the majority of infants would be classified as securely attached to both caregivers, and infant–mother and infant–sibling attachment would be unrelated. The sample included 88 low-income families in Lusaka, Zambia (average of 3.5 children; SD = 1.5). The SSP distributions (infant–mother) were 59% secure, 24% avoidant and 17% resistant, and 46% secure, 20% avoidant, 5% resistant and 29% disorganized for three- and four-way …",2016,"This study, the first in Zambia using the Strange Situation Procedure (SSP) to observe attachment relationships and the “very first” observational study of infant–sibling attachment, examined patterns of infant–mother and infant–sibling attachment, and tested their association. We included siblings who were substantially involved in caregiving activities with their younger siblings. We hypothesized that infants would develop attachment relationships to both mothers and siblings; the majority of infants would be classified as securely attached to both caregivers, and infant–mother and infant–sibling attachment would be unrelated. The sample included 88 low-income families in Lusaka, Zambia (average of 3.5 children; SD = 1.5). The SSP distributions (infant–mother) were 59% secure, 24% avoidant and 17% resistant, and 46% secure, 20% avoidant, 5% resistant and 29% disorganized for three- and four-way … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=strWTqIAAAAJ&citation_for_view=strWTqIAAAAJ:qjMakFHDy7sC
88,"<div id=""gsc_prf_in"">Francis Sichimba</div>","Whereas child care by grandmothers is widespread in the African cultural context, few studies have examined predictors of the quality of grandmaternal care in Africa. In the current study, we collected observational data to investigate predictors of the quality of grandmother–grandchild interactions in Zambia. Data were collected from 46 grandmothers and their 12 to 27-month-old infant grandchildren. The results revealed that grandmothers with fewer children and those who enjoyed the grandparenting tasks more were more sensitive in their interactions with their grandchildren. Unexpectedly, parenting beliefs favoring sensitive parenting predicted lower observed sensitivity in grandmothers. Further, grandmothers with a more individualistic cultural orientation were more intrusive toward their grandchildren. The results underscore the importance of time and emotional resources as predictors of sensitive parenting …",2017,"Whereas child care by grandmothers is widespread in the African cultural context, few studies have examined predictors of the quality of grandmaternal care in Africa. In the current study, we collected observational data to investigate predictors of the quality of grandmother–grandchild interactions in Zambia. Data were collected from 46 grandmothers and their 12 to 27-month-old infant grandchildren. The results revealed that grandmothers with fewer children and those who enjoyed the grandparenting tasks more were more sensitive in their interactions with their grandchildren. Unexpectedly, parenting beliefs favoring sensitive parenting predicted lower observed sensitivity in grandmothers. Further, grandmothers with a more individualistic cultural orientation were more intrusive toward their grandchildren. The results underscore the importance of time and emotional resources as predictors of sensitive parenting … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=strWTqIAAAAJ&citation_for_view=strWTqIAAAAJ:2osOgNQ5qMEC
89,"<div id=""gsc_prf_in"">Francis Sichimba</div>","Multiple caregivers are involved in providing childcare around the world. The objective of this study was to explore the role that grandparents play in childcare. To assess grandparental involvement in childcare, a sample of 60 participants were recruited, of which 50 were mothers (Mage= 30.78 years) and 10 were grandmothers (Mage= 65 years) drawn from the Fatima area in Ndola, Zambia. Mothers completed a survey instrument about grandparental involvement in childcare while grandmothers completed individual interviews. The findings showed that involvement of grandmothers in childcare is existent in Ndola. Specifically, grandmothers provided childcare in domains such as feeding, playing, bathing, toilet training, protection from accidents, and care during illness. Analysis of the interview narratives revealed themes such as nutrition, personal hygiene and childcare as some of the childcare domains in which grandmothers provided care. These findings suggest the need to take into account grandmothers in child health programming and interventions aimed at improving children’s health in this region, as well as similar cultural contexts.",,"Multiple caregivers are involved in providing childcare around the world. The objective of this study was to explore the role that grandparents play in childcare. To assess grandparental involvement in childcare, a sample of 60 participants were recruited, of which 50 were mothers (Mage= 30.78 years) and 10 were grandmothers (Mage= 65 years) drawn from the Fatima area in Ndola, Zambia. Mothers completed a survey instrument about grandparental involvement in childcare while grandmothers completed individual interviews. The findings showed that involvement of grandmothers in childcare is existent in Ndola. Specifically, grandmothers provided childcare in domains such as feeding, playing, bathing, toilet training, protection from accidents, and care during illness. Analysis of the interview narratives revealed themes such as nutrition, personal hygiene and childcare as some of the childcare domains in which grandmothers provided care. These findings suggest the need to take into account grandmothers in child health programming and interventions aimed at improving children’s health in this region, as well as similar cultural contexts. ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=strWTqIAAAAJ&citation_for_view=strWTqIAAAAJ:9yKSN-GCB0IC
90,"<div id=""gsc_prf_in"">haatembo mooya</div>","In this article, we test the hypothesis that beliefs about the ideal mother are convergent across cultures and that these beliefs overlap considerably with attachment theory’s notion of the sensitive mother. In a sample including 26 cultural groups from 15 countries around the globe, 751 mothers sorted the Maternal Behavior Q-Set to reflect their ideas about the ideal mother. The results show strong convergence between maternal beliefs about the ideal mother and attachment theory’s description of the sensitive mother across groups. Cultural group membership significantly predicted variations in maternal sensitivity belief scores, but this effect was substantially accounted for by group variations in socio-demographic factors. Mothers living in rural versus urban areas, with a low family income, and with more children, were less likely to describe the ideal mother as highly sensitive. Cultural group membership did remain …",2016,"In this article, we test the hypothesis that beliefs about the ideal mother are convergent across cultures and that these beliefs overlap considerably with attachment theory’s notion of the sensitive mother. In a sample including 26 cultural groups from 15 countries around the globe, 751 mothers sorted the Maternal Behavior Q-Set to reflect their ideas about the ideal mother. The results show strong convergence between maternal beliefs about the ideal mother and attachment theory’s description of the sensitive mother across groups. Cultural group membership significantly predicted variations in maternal sensitivity belief scores, but this effect was substantially accounted for by group variations in socio-demographic factors. Mothers living in rural versus urban areas, with a low family income, and with more children, were less likely to describe the ideal mother as highly sensitive. Cultural group membership did remain … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=t4hOo7sAAAAJ&citation_for_view=t4hOo7sAAAAJ:u5HHmVD_uO8C
91,"<div id=""gsc_prf_in"">haatembo mooya</div>","This study, the first in Zambia using the Strange Situation Procedure (SSP) to observe attachment relationships and the “very first” observational study of infant–sibling attachment, examined patterns of infant–mother and infant–sibling attachment, and tested their association. We included siblings who were substantially involved in caregiving activities with their younger siblings. We hypothesized that infants would develop attachment relationships to both mothers and siblings; the majority of infants would be classified as securely attached to both caregivers, and infant–mother and infant–sibling attachment would be unrelated. The sample included 88 low-income families in Lusaka, Zambia (average of 3.5 children; SD = 1.5). The SSP distributions (infant–mother) were 59% secure, 24% avoidant and 17% resistant, and 46% secure, 20% avoidant, 5% resistant and 29% disorganized for three- and four-way …",2016,"This study, the first in Zambia using the Strange Situation Procedure (SSP) to observe attachment relationships and the “very first” observational study of infant–sibling attachment, examined patterns of infant–mother and infant–sibling attachment, and tested their association. We included siblings who were substantially involved in caregiving activities with their younger siblings. We hypothesized that infants would develop attachment relationships to both mothers and siblings; the majority of infants would be classified as securely attached to both caregivers, and infant–mother and infant–sibling attachment would be unrelated. The sample included 88 low-income families in Lusaka, Zambia (average of 3.5 children; SD = 1.5). The SSP distributions (infant–mother) were 59% secure, 24% avoidant and 17% resistant, and 46% secure, 20% avoidant, 5% resistant and 29% disorganized for three- and four-way … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=t4hOo7sAAAAJ&citation_for_view=t4hOo7sAAAAJ:9yKSN-GCB0IC
92,"<div id=""gsc_prf_in"">haatembo mooya</div>","Whereas child care by grandmothers is widespread in the African cultural context, few studies have examined predictors of the quality of grandmaternal care in Africa. In the current study, we collected observational data to investigate predictors of the quality of grandmother–grandchild interactions in Zambia. Data were collected from 46 grandmothers and their 12 to 27-month-old infant grandchildren. The results revealed that grandmothers with fewer children and those who enjoyed the grandparenting tasks more were more sensitive in their interactions with their grandchildren. Unexpectedly, parenting beliefs favoring sensitive parenting predicted lower observed sensitivity in grandmothers. Further, grandmothers with a more individualistic cultural orientation were more intrusive toward their grandchildren. The results underscore the importance of time and emotional resources as predictors of sensitive parenting …",2017,"Whereas child care by grandmothers is widespread in the African cultural context, few studies have examined predictors of the quality of grandmaternal care in Africa. In the current study, we collected observational data to investigate predictors of the quality of grandmother–grandchild interactions in Zambia. Data were collected from 46 grandmothers and their 12 to 27-month-old infant grandchildren. The results revealed that grandmothers with fewer children and those who enjoyed the grandparenting tasks more were more sensitive in their interactions with their grandchildren. Unexpectedly, parenting beliefs favoring sensitive parenting predicted lower observed sensitivity in grandmothers. Further, grandmothers with a more individualistic cultural orientation were more intrusive toward their grandchildren. The results underscore the importance of time and emotional resources as predictors of sensitive parenting … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=t4hOo7sAAAAJ&citation_for_view=t4hOo7sAAAAJ:d1gkVwhDpl0C
93,"<div id=""gsc_prf_in"">haatembo mooya</div>","Despite these significant challenges, the Zambian government recently made initial progress laying the policy groundwork to promote ECD. For example, with the …",2018,"The first years of a child’s life are crucial for their cognitive, emotional, social, behavioural, and physical development. Recognizing the importance of early childhood development (ECD), the Zambian government has committed to scaling up ECD programmes that support health, nutrition, and early learning/stimulation for children. Progress from these programmes have been mixed: between 2007 and 2014 the infant mortality rate dropped from 70 per 1,000 live births to 45, while the broader under-5 mortality rate fell from 119 per 1,000 live births to 75 (CSO, 2014). These rates, however, remain substantially higher than the Millennium Development Goals targets of 63.5 and 35.7, respectively. The country has had less success on other ECD-correlated health indicators as the percentage of stunted children has remained nearly stable at around 40% since 1997 and nearly 15% of children are underweight (CSO, 2014). Child maltreatment is pervasive in Zambia, particularly for children with disabilities, and may hinder development across a range of domains (African Child Policy Forum, 2011). Other populations may be similarly vulnerable: over 11% of Zambian children are orphans, with many of these children living with a grandparent or other family members (United Nations Children’s Fund [UNICEF], 2016). Beyond individual characteristics, disparities across socioeconomic classes and between rural and urban areas are persisting and increasing (de la Fuente, Murr, & Rascón, 2015). Despite these significant challenges, the Zambian government recently made initial progress laying the policy groundwork to promote ECD. For example, with the … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=t4hOo7sAAAAJ&citation_for_view=t4hOo7sAAAAJ:qjMakFHDy7sC
94,"<div id=""gsc_prf_in"">haatembo mooya</div>","The study was conducted in two phases. Phase one examined sib-care in Zambia and the Netherlands. Phase two examined infant-caregiver attachment and parenting investment in Zambia. To this effect, the following hypotheses were made. The first hypothesis was that sib-care is existent and occupies a significant portion of child rearing in Zambia and the Netherlands and that Zambian participants would perform more sib-care activities than their Dutch counterparts. The second hypothesis was that higher SES levels would be associated with more maternal socio-emotional and material investment and cognitive stimulation in the home. The third hypothesis, based on the universality and normativity hypotheses of attachment theory, was that that the infant-mother attachment construct in Zambia exists and the majority of children would be classified as securely attached to both their mothers and older siblings. The fourth hypothesis was that there would be no association between the infant-mother and …",2015,"Parenting is one of the most significant features of any people’s culture (Harkness & Super, 1995) and across cultures, the operationalization of parenting and parenting practices differ. Against this background, this study was conducted to explore parenting and caregiving in Zambia, from the perspective of attachment theory. This study specifically sought to examine maternal and sibling caregiving and to examine the quality of attachments of the infant to the mother and to his/her older sibling. It also sought to examine the factors that predict maternal investment in terms of socio-emotional support, the provision of learning materials and involvement. The study was conducted in two phases. Phase one examined sib-care in Zambia and the Netherlands. Phase two examined infant-caregiver attachment and parenting investment in Zambia. To this effect, the following hypotheses were made. The first hypothesis was that sib-care is existent and occupies a significant portion of child rearing in Zambia and the Netherlands and that Zambian participants would perform more sib-care activities than their Dutch counterparts. The second hypothesis was that higher SES levels would be associated with more maternal socio-emotional and material investment and cognitive stimulation in the home. The third hypothesis, based on the universality and normativity hypotheses of attachment theory, was that that the infant-mother attachment construct in Zambia exists and the majority of children would be classified as securely attached to both their mothers and older siblings. The fourth hypothesis was that there would be no association between the infant-mother and … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=t4hOo7sAAAAJ&citation_for_view=t4hOo7sAAAAJ:2osOgNQ5qMEC
95,"<div id=""gsc_prf_in"">haatembo mooya</div>","The complexity of caregiver and infant interactions has long attracted interest from developmental and cross-cultural psychologists. Specifically, the behaviours exhibited by both mother and infant have been extensively reported to explain the factors most critical to an infant’s optimal development. The infant-mother attachment emotional relationship is a result of their interaction and the variations in infant-mother interaction histories will lead to different outcomes in the quality of infant-mother attachment relationships (Ainsworth, 1969). Infants in attachment relationships characterized by flexible exchanges and smooth interactions where the infant’s pleas and communications are sensitively responded to by caregivers are likely to be described as …",2007,"The infant-mother relationship is perhaps one of the most important relationships any individual can experience and as Bowlby noted, in a much quoted phrase,‘the provision of mothering is as important to a child’s development as proper diet and nutrition’(Bowlby, 1951). This is especially true because our early childhood experiences can positively or negatively affect various components of development, particularly the personality and socio-emotional dimensions, later manifesting in various (dys-) functional developmental trajectories (Nzewi, 1989). Bowlby suggested that the parent-child relationship provides for an irreplaceable context for socioemotional development. It should be noted that Bowlby, from the very start, talked about ‘mother figures’ to indicate the caregiver who is most involved in child rearing. The mother figure would in many cases be the biological mother–but certainly not always. The complexity of caregiver and infant interactions has long attracted interest from developmental and cross-cultural psychologists. Specifically, the behaviours exhibited by both mother and infant have been extensively reported to explain the factors most critical to an infant’s optimal development. The infant-mother attachment emotional relationship is a result of their interaction and the variations in infant-mother interaction histories will lead to different outcomes in the quality of infant-mother attachment relationships (Ainsworth, 1969). Infants in attachment relationships characterized by flexible exchanges and smooth interactions where the infant’s pleas and communications are sensitively responded to by caregivers are likely to be described as … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=t4hOo7sAAAAJ&citation_for_view=t4hOo7sAAAAJ:u-x6o8ySG0sC
96,"<div id=""gsc_prf_in"">Aubrey Chichonyi Kalungia</div>","Results: Majority (97%) stated that clients frequently requested non-prescribed antibiotics. Interviewees usually asked clients’ indications (94%), counselled on dosing (96%) and suggested changes to antibiotic choices (97%). All (100%) dispensed non-prescribed antibiotics. Commonly dispensed antibiotics included amoxicillin (52%), cotrimoxazole (25%) and metronidazole (23 …",2016,"Background: In Zambia, antibiotics are categorized as prescription-only medicines. Antibiotics dispensed without a prescription pose a public health threat, which is a concern. Consequently, the aim is to ascertain the extent of non-prescription sales and dispensing of antibiotics in community pharmacies in Zambia. Methods: The practice of non-prescription sale and dispensing were assessed in 73 randomly selected community retail pharmacies, using a structured interviewer-administered questionnaire with simulated case scenarios. Results: Majority (97%) stated that clients frequently requested non-prescribed antibiotics. Interviewees usually asked clients’ indications (94%), counselled on dosing (96%) and suggested changes to antibiotic choices (97%). All (100%) dispensed non-prescribed antibiotics. Commonly dispensed antibiotics included amoxicillin (52%), cotrimoxazole (25%) and metronidazole (23 … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5MK3ZJoAAAAJ&citation_for_view=5MK3ZJoAAAAJ:u5HHmVD_uO8C
97,"<div id=""gsc_prf_in"">Aubrey Chichonyi Kalungia</div>","The second Medicines Utilization Research in Africa (MURIA) group workshop and symposium again brought researchers together from across Africa to improve their knowledge of drug utilization (DU) methodologies and exchange ideas to further progress DU research in Africa. This built on extensive activities from the first conference including workshops and multiple publications. Anti-infectives were again the principal theme for the 2016 symposium following the workshops. This included presentations regarding strategies to improve antibiotic utilization among African countries, such as point-prevalence studies, as well as potential ways to reduce self-purchasing of antibiotics. There were also presentations on antiretrovirals including renal function and the impact of policy changes. Concerns with adherence in chronic treatments as well as drug-drug interactions and their implications were also discussed. The …",2017,"The second Medicines Utilization Research in Africa (MURIA) group workshop and symposium again brought researchers together from across Africa to improve their knowledge of drug utilization (DU) methodologies and exchange ideas to further progress DU research in Africa. This built on extensive activities from the first conference including workshops and multiple publications. Anti-infectives were again the principal theme for the 2016 symposium following the workshops. This included presentations regarding strategies to improve antibiotic utilization among African countries, such as point-prevalence studies, as well as potential ways to reduce self-purchasing of antibiotics. There were also presentations on antiretrovirals including renal function and the impact of policy changes. Concerns with adherence in chronic treatments as well as drug-drug interactions and their implications were also discussed. The … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5MK3ZJoAAAAJ&citation_for_view=5MK3ZJoAAAAJ:9yKSN-GCB0IC
98,"<div id=""gsc_prf_in"">Aubrey Chichonyi Kalungia</div>","Areas covered: We reviewed model-based studies on the cost-effectiveness of lifelong ART (formerly Option B+) relative to previous WHO guidelines for PMTCT. Our search using PubMed, Medline and Google Scholar for articles on Option B+ resulted in the final inclusion of seven studies published between 2012 and 2016. The Consolidated Health Economic Evaluation Reporting Standards (CHEERS) checklist was used to assess the quality of reporting. Outcomes of interest, which included infant infections averted, maternal quality and length of life, and the …",2017,"Introduction: The 2016 World Health Organization (WHO) consolidated guideline recommends lifelong antiretroviral therapy (ART) for all HIV-infected pregnant and breastfeeding women for preventing mother-to-child HIV transmission (PMTCT). Ambiguity remains about the cost-effectiveness of this strategy in resource-limited developing countries. Areas covered: We reviewed model-based studies on the cost-effectiveness of lifelong ART (formerly Option B+) relative to previous WHO guidelines for PMTCT. Our search using PubMed, Medline and Google Scholar for articles on Option B+ resulted in the final inclusion of seven studies published between 2012 and 2016. The Consolidated Health Economic Evaluation Reporting Standards (CHEERS) checklist was used to assess the quality of reporting. Outcomes of interest, which included infant infections averted, maternal quality and length of life, and the … ",https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5MK3ZJoAAAAJ&citation_for_view=5MK3ZJoAAAAJ:zYLM7Y9cAGgC
99,"<div id=""gsc_prf_in"">Aubrey Chichonyi Kalungia</div>","Prevalence of Traditional Herbal Medicine use and associated factors among pregnant women of Lusaka Province, Zambia",2017,,https://scholar.google.com/citations?view_op=view_citation&hl=en&oe=ASCII&user=5MK3ZJoAAAAJ&citation_for_view=5MK3ZJoAAAAJ:qjMakFHDy7sC
